feature,importance
Time_spent_Alone,0.025733113206859812
Stage_fear,0.2681642995971618
Social_event_attendance,0.06339277045875476
Going_outside,0.1994657408200201
Drained_after_socializing,0.25712324237193307
Friends_circle_size,0.05134675102879886
Post_frequency,0.13477408251647172
