feature,importance
Time_spent_Alone,0.17769219579505893
Stage_fear,0.21624714020102664
Social_event_attendance,0.16049509470597473
Going_outside,0.07299453937295043
Drained_after_socializing,0.2798634002367938
Friends_circle_size,0.009293010495393205
Post_frequency,0.08341461919280237
